Country,Country ID,Year,Exports (USD),Share (%)
Ecuador,ECU,2017,142319000.0,0.045
"Macao, China",MAC,2017,112112000.0,0.036
Lithuania,LIT,2017,119891000.0,0.038
Myanmar,MYA,2017,238539000.0,0.076
Algeria,ALG,2017,73866000.0,0.023
Ukraine,UKR,2017,122071000.0,0.039
Nigeria,NIG,2017,98197000.0,0.031
Morocco,MOR,2017,65429000.0,0.021
Kenya,KEN,2017,93282000.0,0.03
Panama,PAN,2017,127520000.0,0.04
Latvia,LAT,2017,112285000.0,0.036
Qatar,QAT,2017,87361000.0,0.028
El Salvador,EL ,2017,102096000.0,0.032
Kazakhstan,KAZ,2017,34566000.0,0.011
Iraq,IRA,2017,45316000.0,0.014
Honduras,HON,2017,72037000.0,0.023
Mauritius,MAU,2017,111585000.0,0.035
Lebanon,LEB,2017,91545000.0,0.029
Estonia,EST,2017,96522000.0,0.031
Croatia,CRO,2017,43860000.0,0.014
Lao People's Democratic Republic,LAO,2017,6739000.0,0.002
Timor-Leste,TIM,2017,1280000.0,0.0
Uruguay,URU,2017,56676000.0,0.018
Paraguay,PAR,2017,35811000.0,0.011
Luxembourg,LUX,2017,23247000.0,0.007
"Iran, Islamic Republic of",IRA,2017,653725000.0,0.207
Papua New Guinea,PAP,2017,135095000.0,0.043
Fiji,FIJ,2017,51173000.0,0.016
United States Minor Outlying Islands,UNI,2017,52965000.0,0.017
Bahrain,BAH,2017,60324000.0,0.019
Tunisia,TUN,2017,43763000.0,0.014
Ghana,GHA,2017,25414000.0,0.008
American Samoa,AME,2017,0.0,0.0
Côte d'Ivoire,CÔT,2017,22002000.0,0.007
Serbia,SER,2017,28614000.0,0.009
"Tanzania, United Republic of",TAN,2017,27733000.0,0.009
Solomon Islands,SOL,2017,9776000.0,0.003
Trinidad and Tobago,TRI,2017,31289000.0,0.01
Haiti,HAI,2017,34449000.0,0.011
Georgia,GEO,2017,11620000.0,0.004
"Micronesia, Federated States of",MIC,2017,31008000.0,0.01
"Libya, State of",LIB,2017,8671000.0,0.003
Madagascar,MAD,2017,18214000.0,0.006
Cyprus,CYP,2017,21208000.0,0.007
Ethiopia,ETH,2017,25583000.0,0.008
Uzbekistan,UZB,2017,10227000.0,0.003
Nicaragua,NIC,2017,22346000.0,0.007
Brunei Darussalam,BRU,2017,12025000.0,0.004
Palau,PAL,2017,22583000.0,0.007
Guinea,GUI,2017,12082000.0,0.004
Djibouti,DJI,2017,35334000.0,0.011
Lesotho,LES,2017,55574000.0,0.018
Kyrgyzstan,KYR,2017,1108000.0,0.0
"Venezuela, Bolivarian Republic of",VEN,2017,10981000.0,0.003
Vanuatu,VAN,2017,880000.0,0.0
"Macedonia, North",MAC,2017,2942000.0,0.001
Senegal,SEN,2017,8832000.0,0.003
Samoa,SAM,2017,2125000.0,0.001
Belarus,BEL,2017,17727000.0,0.006
Angola,ANG,2017,29023000.0,0.009
"Congo, Democratic Republic of the",CON,2017,5078000.0,0.002
Kiribati,KIR,2017,2963000.0,0.001
Jamaica,JAM,2017,11692000.0,0.004
Mozambique,MOZ,2017,8142000.0,0.003
Mongolia,MON,2017,3848000.0,0.001
Maldives,MAL,2017,6064000.0,0.002
Albania,ALB,2017,9620000.0,0.003
Togo,TOG,2017,8629000.0,0.003
Liberia,LIB,2017,1340000.0,0.0
Azerbaijan,AZE,2017,1699000.0,0.001
Yemen,YEM,2017,14438000.0,0.005
Eswatini,ESW,2017,7439000.0,0.002
French Polynesia,FRE,2017,9327000.0,0.003
Armenia,ARM,2017,1797000.0,0.001
Syrian Arab Republic,SYR,2017,32547000.0,0.01
Suriname,SUR,2017,7494000.0,0.002
Belize,BEL,2017,6169000.0,0.002
Guyana,GUY,2017,3497000.0,0.001
Nepal,NEP,2017,9583000.0,0.003
"Moldova, Republic of",MOL,2017,3845000.0,0.001
Burkina Faso,BUR,2017,8200000.0,0.003
Cameroon,CAM,2017,6173000.0,0.002
Barbados,BAR,2017,3597000.0,0.001
Northern Mariana Islands,NOR,2017,6582000.0,0.002
Bosnia and Herzegovina,BOS,2017,2702000.0,0.001
Seychelles,SEY,2017,6661000.0,0.002
Sudan,SUD,2017,18764000.0,0.006
"Bolivia, Plurinational State of",BOL,2017,7365000.0,0.002
"Palestine, State of",PAL,2017,370000.0,0.0
Uganda,UGA,2017,2913000.0,0.001
Sierra Leone,SIE,2017,5703000.0,0.002
Zimbabwe,ZIM,2017,2063000.0,0.001
Benin,BEN,2017,3622000.0,0.001
New Caledonia,NEW,2017,6135000.0,0.002
Central African Republic,CEN,2017,132000.0,0.0
Congo,CON,2017,771000.0,0.0
Somalia,SOM,2017,1099000.0,0.0
Namibia,NAM,2017,2654000.0,0.001
Montenegro,MON,2017,3452000.0,0.001
Zambia,ZAM,2017,1823000.0,0.001
Tonga,TON,2017,4554000.0,0.001
Bahamas,BAH,2017,941000.0,0.0
Gambia,GAM,2017,458000.0,0.0
Mauritania,MAU,2017,1282000.0,0.0
Saint Lucia,SAI,2017,800000.0,0.0
Saint Kitts and Nevis,SAI,2017,880000.0,0.0
Nauru,NAU,2017,318000.0,0.0
South Sudan,SOU,2017,0.0,0.0
Tuvalu,TUV,2017,239000.0,0.0
Saint Vincent and the Grenadines,SAI,2017,956000.0,0.0
Aruba,ARU,2017,694000.0,0.0
Bermuda,BER,2017,1512000.0,0.0
Malawi,MAL,2017,1730000.0,0.001
Faroe Islands,FAR,2017,143000.0,0.0
Botswana,BOT,2017,3557000.0,0.001
Cuba,CUB,2017,3768000.0,0.001
Tajikistan,TAJ,2017,391000.0,0.0
Gabon,GAB,2017,1892000.0,0.001
Chad,CHA,2017,53000.0,0.0
Turkmenistan,TUR,2017,1071000.0,0.0
Rwanda,RWA,2017,260000.0,0.0
Antigua and Barbuda,ANT,2017,106000.0,0.0
Cayman Islands,CAY,2017,404000.0,0.0
Grenada,GRE,2017,163000.0,0.0
British Virgin Islands,BRI,2017,1126000.0,0.0
Curaçao,CUR,2017,1167000.0,0.0
Mali,MAL,2017,524000.0,0.0
Turks and Caicos Islands,TUR,2017,1000.0,0.0
Falkland Islands (Malvinas),FAL,2017,4000.0,0.0
Afghanistan,AFG,2017,1674000.0,0.001
Andorra,AND,2017,78000.0,0.0
Cabo Verde,CAB,2017,64000.0,0.0
Dominica,DOM,2017,193000.0,0.0
Eritrea,ERI,2017,119000.0,0.0
Sint Maarten (Dutch part),SIN,2017,0.0,0.0
Cook Islands,COO,2017,207000.0,0.0
Equatorial Guinea,EQU,2017,144000.0,0.0
Bhutan,BHU,2017,135000.0,0.0
Wallis and Futuna Islands,WAL,2017,9000.0,0.0
Niger,NIG,2017,1859000.0,0.001
Burundi,BUR,2017,32000.0,0.0
Sao Tome and Principe,SAO,2017,19000.0,0.0
Gibraltar,GIB,2017,23000.0,0.0
Guinea-Bissau,GUI,2017,18221000.0,0.006
Anguilla,ANG,2017,147000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2017,0.0,0.0
Greenland,GRE,2017,2000.0,0.0
Christmas Island,CHR,2017,0.0,0.0
Montserrat,MON,2017,0.0,0.0
Cocos (Keeling) Islands,COC,2017,0.0,0.0
French Southern and Antarctic Territories,FRE,2017,109000.0,0.0
Niue,NIU,2017,0.0,0.0
Pitcairn,PIT,2017,0.0,0.0
British Indian Ocean Territory,BRI,2017,0.0,0.0
"Korea, Democratic People's Republic of",KOR,2017,47000.0,0.0
Norfolk Island,NOR,2017,0.0,0.0
Saint Helena,SAI,2017,17000.0,0.0
Saint Pierre and Miquelon,SAI,2017,0.0,0.0
Tokelau,TOK,2017,0.0,0.0
Comoros,COM,2017,47000.0,0.0
Netherlands Antilles,NET,2017,0.0,0.0
Sudan (before 2012),SUD,2017,0.0,0.0
