Country,Country ID,Year,Exports (USD),Share (%)
Guam,GUM,2022,35252713.0,0.006
Kiribati,KIR,2022,47297236.0,0.009
Marshall Islands,MHL,2022,440666623.0,0.080
Northern Mariana Islands,MNP,2022,4602235.0,0.001
Nauru,NRU,2022,1272546.0,0.000
Palau,PLW,2022,7257811.0,0.001
American Samoa,ASM,2022,20732026.0,0.004
Cook Islands,COK,2022,109415.0,0.000
French Polynesia,PYF,2022,14674349.0,0.003
Tonga,TON,2022,3196031.0,0.001
Tuvalu,TUV,2022,594153.0,0.000
Wallis and Futuna,WLF,2022,31453.0,0.000
Samoa,WSM,2022,5279201.0,0.001
Argentina,ARG,2022,504974982.0,0.092
Bolivia,BOL,2022,37822073.0,0.007
Brazil,BRA,2022,2692298118.0,0.489
Chile,CHL,2022,338113936.0,0.061
Colombia,COL,2022,538986098.0,0.098
Ecuador,ECU,2022,296488489.0,0.054
Falkland Islands,FLK,2022,101148.0,0.000
Guyana,GUY,2022,5890041.0,0.001
Peru,PER,2022,426535763.0,0.077
Paraguay,PRY,2022,43874995.0,0.008
Suriname,SUR,2022,12266541.0,0.002
Uruguay,URY,2022,76646278.0,0.014
Venezuela,VEN,2022,19874992.0,0.004
