Country,Country ID,Year,Exports (USD),Share (%)
Albania,ALB,2023,16635365.0,0.004
Andorra,AND,2023,17619870.0,0.004
Bosnia and Herzegovina,BIH,2023,32831365.0,0.007
Spain,ESP,2023,1941743941.0,0.411
Gibraltar,GIB,2023,26832.0,0.000
Greece,GRC,2023,182119489.0,0.039
Croatia,HRV,2023,50678833.0,0.011
Italy,ITA,2023,2822302500.0,0.598
North Macedonia,MKD,2023,44380262.0,0.009
Malta,MLT,2023,130888681.0,0.028
Montenegro,MNE,2023,12609425.0,0.003
Portugal,PRT,2023,586096734.0,0.124
San Marino,SMR,2023,221511.0,0.000
Serbia,SRB,2023,86496374.0,0.018
Slovenia,SVN,2023,162807916.0,0.034
Austria,AUT,2023,1259890970.0,0.267
Belgium,BEL,2023,2325060360.0,0.492
Switzerland,CHE,2023,1446461135.0,0.306
Germany,DEU,2023,13233777285.0,2.803
France,FRA,2023,3927029161.0,0.832
Luxembourg,LUX,2023,58744313.0,0.012
Netherlands,NLD,2023,8547659366.0,1.811
Aruba,ABW,2023,569293.0,0.000
Anguilla,AIA,2023,50201.0,0.000
Antigua and Barbuda,ATG,2023,384296.0,0.000
Bahamas,BHS,2023,1267105.0,0.000
Saint Barthélemy,BLM,2023,18016.0,0.000
Barbados,BRB,2023,4291512.0,0.001
Cuba,CUB,2023,3240226.0,0.001
Curaçao,CUW,2023,320054.0,0.000
Cayman Islands,CYM,2023,940231.0,0.000
Dominica,DMA,2023,18309176.0,0.004
Dominican Republic,DOM,2023,115220926.0,0.024
Grenada,GRD,2023,481458.0,0.000
Haiti,HTI,2023,17386422.0,0.004
Jamaica,JAM,2023,12835282.0,0.003
Saint Kitts and Nevis,KNA,2023,521370.0,0.000
Saint Lucia,LCA,2023,816993.0,0.000
Saint Martin,MAF,2023,426707.0,0.000
Montserrat,MSR,2023,33820.0,0.000
Turks and Caicos Islands,TCA,2023,87002.0,0.000
Trinidad and Tobago,TTO,2023,19827310.0,0.004
Saint Vincent and the Grenadines,VCT,2023,1365838.0,0.000
British Virgin Islands,VGB,2023,129540.0,0.000
Belize,BLZ,2023,10273637.0,0.002
Costa Rica,CRI,2023,160790278.0,0.034
Guatemala,GTM,2023,276049950.0,0.058
Honduras,HND,2023,96124502.0,0.020
Mexico,MEX,2023,7160318328.0,1.517
Nicaragua,NIC,2023,48041111.0,0.010
Panama,PAN,2023,76028105.0,0.016
El Salvador,SLV,2023,129749413.0,0.027
Bermuda,BMU,2023,877943.0,0.000
Canada,CAN,2023,5192845980.0,1.100
United States,USA,2023,75744011401.0,16.044
Australia,AUS,2023,6093031233.0,1.291
New Zealand,NZL,2023,613149991.0,0.130
Fiji,FJI,2023,61515939.0,0.013
New Caledonia,NCL,2023,3902126.0,0.001
Papua New Guinea,PNG,2023,156134363.0,0.033
Solomon Islands,SLB,2023,27922850.0,0.006
Vanuatu,VUT,2023,5437454.0,0.001
Micronesia,FSM,2023,6965434.0,0.001
Guam,GUM,2023,36552582.0,0.008
Kiribati,KIR,2023,9121061.0,0.002
Marshall Islands,MHL,2023,245662715.0,0.052
Northern Mariana Islands,MNP,2023,4996961.0,0.001
Nauru,NRU,2023,229619.0,0.000
Palau,PLW,2023,6481201.0,0.001
American Samoa,ASM,2023,20669930.0,0.004
Cook Islands,COK,2023,70460.0,0.000
French Polynesia,PYF,2023,6595932.0,0.001
Tonga,TON,2023,3637084.0,0.001
Tuvalu,TUV,2023,1694961.0,0.000
Wallis and Futuna,WLF,2023,66582.0,0.000
Samoa,WSM,2023,5366916.0,0.001
Norfolk Island,NFK,2023,52765.0,0.000
Argentina,ARG,2023,442824498.0,0.094
Bolivia,BOL,2023,54424655.0,0.012
Brazil,BRA,2023,2299316250.0,0.487
Chile,CHL,2023,256785708.0,0.054
Colombia,COL,2023,375377674.0,0.080
Ecuador,ECU,2023,349652659.0,0.074
Falkland Islands,FLK,2023,118161.0,0.000
Guyana,GUY,2023,6097175.0,0.001
Peru,PER,2023,329920808.0,0.070
Paraguay,PRY,2023,63142671.0,0.013
Suriname,SUR,2023,7902198.0,0.002
Uruguay,URY,2023,60279553.0,0.013
Venezuela,VEN,2023,14871200.0,0.003
