Country,Country ID,Year,Exports (USD),Share (%)
Papua New Guinea,PAP,2015,187284000.0,0.067
Fiji,FIJ,2015,58137000.0,0.021
United States Minor Outlying Islands,UNI,2015,49471000.0,0.018
Bahrain,BAH,2015,63961000.0,0.023
Tunisia,TUN,2015,52526000.0,0.019
Ghana,GHA,2015,27573000.0,0.01
American Samoa,AME,2015,0.0,0.0
Côte d'Ivoire,CÔT,2015,22487000.0,0.008
Serbia,SER,2015,8687000.0,0.003
"Tanzania, United Republic of",TAN,2015,60029000.0,0.021
Solomon Islands,SOL,2015,6912000.0,0.002
Trinidad and Tobago,TRI,2015,35611000.0,0.013
Haiti,HAI,2015,25377000.0,0.009
Georgia,GEO,2015,11147000.0,0.004
"Micronesia, Federated States of",MIC,2015,7316000.0,0.003
"Libya, State of",LIB,2015,17630000.0,0.006
Madagascar,MAD,2015,14418000.0,0.005
Cyprus,CYP,2015,27536000.0,0.01
Ethiopia,ETH,2015,23247000.0,0.008
Uzbekistan,UZB,2015,6678000.0,0.002
Nicaragua,NIC,2015,33223000.0,0.012
Brunei Darussalam,BRU,2015,23744000.0,0.008
Palau,PAL,2015,12485000.0,0.004
Guinea,GUI,2015,7920000.0,0.003
Djibouti,DJI,2015,24706000.0,0.009
Lesotho,LES,2015,62042000.0,0.022
Kyrgyzstan,KYR,2015,1718000.0,0.001
"Venezuela, Bolivarian Republic of",VEN,2015,41807000.0,0.015
Vanuatu,VAN,2015,948000.0,0.0
"Macedonia, North",MAC,2015,5978000.0,0.002
Senegal,SEN,2015,5716000.0,0.002
Samoa,SAM,2015,2420000.0,0.001
Belarus,BEL,2015,16832000.0,0.006
Angola,ANG,2015,12869000.0,0.005
"Congo, Democratic Republic of the",CON,2015,10487000.0,0.004
Kiribati,KIR,2015,2929000.0,0.001
Jamaica,JAM,2015,12660000.0,0.005
Mozambique,MOZ,2015,15734000.0,0.006
Mongolia,MON,2015,3485000.0,0.001
Maldives,MAL,2015,7909000.0,0.003
Albania,ALB,2015,12897000.0,0.005
Togo,TOG,2015,46163000.0,0.016
Liberia,LIB,2015,1563000.0,0.001
Azerbaijan,AZE,2015,5069000.0,0.002
Yemen,YEM,2015,12644000.0,0.005
Eswatini,ESW,2015,7948000.0,0.003
French Polynesia,FRE,2015,9139000.0,0.003
Armenia,ARM,2015,3365000.0,0.001
Syrian Arab Republic,SYR,2015,29002000.0,0.01
Suriname,SUR,2015,7639000.0,0.003
Belize,BEL,2015,12631000.0,0.005
Guyana,GUY,2015,4106000.0,0.001
Nepal,NEP,2015,5996000.0,0.002
"Moldova, Republic of",MOL,2015,4572000.0,0.002
Burkina Faso,BUR,2015,6052000.0,0.002
Cameroon,CAM,2015,7466000.0,0.003
Barbados,BAR,2015,3893000.0,0.001
Northern Mariana Islands,NOR,2015,6722000.0,0.002
Bosnia and Herzegovina,BOS,2015,1355000.0,0.0
Seychelles,SEY,2015,9685000.0,0.003
Sudan,SUD,2015,46555000.0,0.017
"Bolivia, Plurinational State of",BOL,2015,11090000.0,0.004
"Palestine, State of",PAL,2015,537000.0,0.0
Uganda,UGA,2015,5946000.0,0.002
Sierra Leone,SIE,2015,4800000.0,0.002
Zimbabwe,ZIM,2015,3298000.0,0.001
Benin,BEN,2015,2264000.0,0.001
New Caledonia,NEW,2015,7815000.0,0.003
Central African Republic,CEN,2015,31000.0,0.0
Congo,CON,2015,1038000.0,0.0
Somalia,SOM,2015,1466000.0,0.001
Namibia,NAM,2015,7716000.0,0.003
Montenegro,MON,2015,4276000.0,0.002
Zambia,ZAM,2015,2879000.0,0.001
Tonga,TON,2015,2907000.0,0.001
Bahamas,BAH,2015,637000.0,0.0
Gambia,GAM,2015,588000.0,0.0
Mauritania,MAU,2015,1485000.0,0.001
Saint Lucia,SAI,2015,1049000.0,0.0
Saint Kitts and Nevis,SAI,2015,1718000.0,0.001
Nauru,NAU,2015,6165000.0,0.002
South Sudan,SOU,2015,0.0,0.0
Tuvalu,TUV,2015,280000.0,0.0
Saint Vincent and the Grenadines,SAI,2015,575000.0,0.0
Aruba,ARU,2015,357000.0,0.0
Bermuda,BER,2015,1196000.0,0.0
Malawi,MAL,2015,1782000.0,0.001
Faroe Islands,FAR,2015,72000.0,0.0
Botswana,BOT,2015,4095000.0,0.001
Cuba,CUB,2015,9056000.0,0.003
Tajikistan,TAJ,2015,524000.0,0.0
Gabon,GAB,2015,1809000.0,0.001
Chad,CHA,2015,3000.0,0.0
Turkmenistan,TUR,2015,1394000.0,0.0
Rwanda,RWA,2015,261000.0,0.0
Antigua and Barbuda,ANT,2015,429000.0,0.0
Cayman Islands,CAY,2015,376000.0,0.0
Grenada,GRE,2015,97000.0,0.0
British Virgin Islands,BRI,2015,865000.0,0.0
Curaçao,CUR,2015,1247000.0,0.0
Mali,MAL,2015,277000.0,0.0
Turks and Caicos Islands,TUR,2015,1000.0,0.0
Falkland Islands (Malvinas),FAL,2015,2000.0,0.0
Afghanistan,AFG,2015,1077000.0,0.0
Andorra,AND,2015,262000.0,0.0
Cabo Verde,CAB,2015,43000.0,0.0
Dominica,DOM,2015,207000.0,0.0
Eritrea,ERI,2015,11000.0,0.0
Sint Maarten (Dutch part),SIN,2015,0.0,0.0
Cook Islands,COO,2015,182000.0,0.0
Equatorial Guinea,EQU,2015,213000.0,0.0
Bhutan,BHU,2015,158000.0,0.0
Wallis and Futuna Islands,WAL,2015,0.0,0.0
Niger,NIG,2015,2833000.0,0.001
Burundi,BUR,2015,21000.0,0.0
Sao Tome and Principe,SAO,2015,334000.0,0.0
Gibraltar,GIB,2015,90000.0,0.0
Guinea-Bissau,GUI,2015,17000.0,0.0
Anguilla,ANG,2015,170000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2015,0.0,0.0
Greenland,GRE,2015,41000.0,0.0
Christmas Island,CHR,2015,0.0,0.0
Montserrat,MON,2015,35000.0,0.0
Cocos (Keeling) Islands,COC,2015,0.0,0.0
French Southern and Antarctic Territories,FRE,2015,893000.0,0.0
Niue,NIU,2015,0.0,0.0
Pitcairn,PIT,2015,0.0,0.0
British Indian Ocean Territory,BRI,2015,0.0,0.0
"Korea, Democratic People's Republic of",KOR,2015,100000.0,0.0
Norfolk Island,NOR,2015,0.0,0.0
Saint Helena,SAI,2015,5000.0,0.0
Saint Pierre and Miquelon,SAI,2015,0.0,0.0
Tokelau,TOK,2015,0.0,0.0
Comoros,COM,2015,233000.0,0.0
Netherlands Antilles,NET,2015,0.0,0.0
Sudan (before 2012),SUD,2015,0.0,0.0
