Country,Country ID,Year,Exports (USD),Share (%)
United States of America,USA,2012,33029514000.0,10.977
China,CHN,2012,80667541000.0,26.81
"Hong Kong, China",HKG,2012,37908145000.0,12.599
Singapore,SGP,2012,20074062000.0,6.672
Malaysia,MYS,2012,6557123000.0,2.179
Japan,JPN,2012,18843139000.0,6.263
"Korea, Republic of",KOR,2012,11836146000.0,3.934
Mexico,MEX,2012,1813179000.0,0.603
Viet Nam,VNM,2012,8427432000.0,2.801
Thailand,THA,2012,6564180000.0,2.182
India,IND,2012,3382895000.0,1.124
Netherlands,NLD,2012,4408942000.0,1.465
Germany,DEU,2012,5643806000.0,1.876
Australia,AUS,2012,3653830000.0,1.214
Indonesia,IDN,2012,5185651000.0,1.723
Philippines,PHL,2012,8866217000.0,2.947
United Kingdom,GBR,2012,5058181000.0,1.681
Ireland,IRE,2012,213623000.0,0.071
Canada,CAN,2012,2503304000.0,0.832
Area Nes,ARE,2012,3252304000.0,1.081
Italy,ITA,2012,1833145000.0,0.609
Poland,POL,2012,581100000.0,0.193
Belgium,BEL,2012,1125848000.0,0.374
France,FRA,2012,1569878000.0,0.522
Czech Republic,CZE,2012,502130000.0,0.167
United Arab Emirates,ARE,2012,1642829000.0,0.546
Israel,ISR,2012,620326000.0,0.206
Spain,ESP,2012,896097000.0,0.298
Finland,FIN,2012,870560000.0,0.289
Türkiye,TÜR,2012,1605067000.0,0.533
Brazil,BRA,2012,1989709000.0,0.661
Bangladesh,BAN,2012,1062077000.0,0.353
Saudi Arabia,SAU,2012,1852740000.0,0.616
Hungary,HUN,2012,742787000.0,0.247
Sweden,SWE,2012,627411000.0,0.209
Cambodia,CAM,2012,651949000.0,0.217
Switzerland,CHE,2012,438237000.0,0.146
Portugal,POR,2012,185685000.0,0.062
Austria,AUT,2012,247377000.0,0.082
South Africa,ZAF,2012,893345000.0,0.297
New Zealand,NEW,2012,521437000.0,0.173
Russian Federation,RUS,2012,1540610000.0,0.512
Denmark,DNK,2012,382819000.0,0.127
Romania,ROM,2012,132351000.0,0.044
Pakistan,PAK,2012,428575000.0,0.142
Egypt,EGY,2012,579490000.0,0.193
Sri Lanka,SRI,2012,359949000.0,0.12
Iceland,ICE,2012,9971000.0,0.003
Oman,OMA,2012,150931000.0,0.05
Marshall Islands,MAR,2012,31291000.0,0.01
Colombia,COL,2012,409021000.0,0.136
Guatemala,GUA,2012,118456000.0,0.039
Argentina,ARG,2012,370567000.0,0.123
Norway,NOR,2012,321522000.0,0.107
Greece,GRE,2012,126757000.0,0.042
Peru,PER,2012,327706000.0,0.109
Jordan,JOR,2012,259623000.0,0.086
Chile,CHI,2012,418806000.0,0.139
Bulgaria,BUL,2012,90441000.0,0.03
Malta,MAL,2012,43986000.0,0.015
Kuwait,KUW,2012,175518000.0,0.058
Slovakia,SLO,2012,278006000.0,0.092
Slovenia,SLO,2012,120809000.0,0.04
Costa Rica,COS,2012,81502000.0,0.027
Dominican Republic,DOM,2012,107767000.0,0.036
Ecuador,ECU,2012,198750000.0,0.066
"Macao, China",MAC,2012,163653000.0,0.054
Lithuania,LIT,2012,142438000.0,0.047
Myanmar,MYA,2012,145908000.0,0.048
Algeria,ALG,2012,72890000.0,0.024
Ukraine,UKR,2012,192409000.0,0.064
Nigeria,NIG,2012,195601000.0,0.065
Morocco,MOR,2012,65221000.0,0.022
Kenya,KEN,2012,319667000.0,0.106
Panama,PAN,2012,223113000.0,0.074
Latvia,LAT,2012,134648000.0,0.045
Qatar,QAT,2012,77163000.0,0.026
El Salvador,EL ,2012,140510000.0,0.047
Kazakhstan,KAZ,2012,101870000.0,0.034
Iraq,IRA,2012,23092000.0,0.008
Honduras,HON,2012,44762000.0,0.015
Mauritius,MAU,2012,99104000.0,0.033
Lebanon,LEB,2012,85352000.0,0.028
Estonia,EST,2012,150608000.0,0.05
Croatia,CRO,2012,36451000.0,0.012
Lao People's Democratic Republic,LAO,2012,3168000.0,0.001
Timor-Leste,TIM,2012,77000.0,0.0
Uruguay,URU,2012,156188000.0,0.052
Paraguay,PAR,2012,56976000.0,0.019
Luxembourg,LUX,2012,44898000.0,0.015
"Iran, Islamic Republic of",IRA,2012,653381000.0,0.217
Papua New Guinea,PAP,2012,248131000.0,0.082
Fiji,FIJ,2012,109609000.0,0.036
United States Minor Outlying Islands,UNI,2012,52087000.0,0.017
Bahrain,BAH,2012,67715000.0,0.023
Tunisia,TUN,2012,67920000.0,0.023
Ghana,GHA,2012,81830000.0,0.027
American Samoa,AME,2012,0.0,0.0
Côte d'Ivoire,CÔT,2012,22180000.0,0.007
Serbia,SER,2012,8170000.0,0.003
"Tanzania, United Republic of",TAN,2012,34227000.0,0.011
Solomon Islands,SOL,2012,3762000.0,0.001
Trinidad and Tobago,TRI,2012,55682000.0,0.019
Haiti,HAI,2012,14853000.0,0.005
Georgia,GEO,2012,17866000.0,0.006
"Micronesia, Federated States of",MIC,2012,16318000.0,0.005
"Libya, State of",LIB,2012,56392000.0,0.019
Madagascar,MAD,2012,10196000.0,0.003
Cyprus,CYP,2012,37967000.0,0.013
Ethiopia,ETH,2012,11893000.0,0.004
Uzbekistan,UZB,2012,4487000.0,0.001
Nicaragua,NIC,2012,46113000.0,0.015
Brunei Darussalam,BRU,2012,33471000.0,0.011
Palau,PAL,2012,19245000.0,0.006
Guinea,GUI,2012,9298000.0,0.003
Djibouti,DJI,2012,46647000.0,0.016
Lesotho,LES,2012,75392000.0,0.025
Kyrgyzstan,KYR,2012,2254000.0,0.001
"Venezuela, Bolivarian Republic of",VEN,2012,228409000.0,0.076
Vanuatu,VAN,2012,1050000.0,0.0
"Macedonia, North",MAC,2012,1779000.0,0.001
Senegal,SEN,2012,8319000.0,0.003
Samoa,SAM,2012,4016000.0,0.001
Belarus,BEL,2012,23940000.0,0.008
Angola,ANG,2012,299258000.0,0.099
"Congo, Democratic Republic of the",CON,2012,7736000.0,0.003
Kiribati,KIR,2012,881000.0,0.0
Jamaica,JAM,2012,15222000.0,0.005
Mozambique,MOZ,2012,17244000.0,0.006
Mongolia,MON,2012,5766000.0,0.002
Maldives,MAL,2012,3789000.0,0.001
Albania,ALB,2012,17764000.0,0.006
Togo,TOG,2012,10117000.0,0.003
Liberia,LIB,2012,1199000.0,0.0
Azerbaijan,AZE,2012,8773000.0,0.003
Yemen,YEM,2012,42700000.0,0.014
Eswatini,ESW,2012,12355000.0,0.004
French Polynesia,FRE,2012,7293000.0,0.002
Armenia,ARM,2012,1079000.0,0.0
Syrian Arab Republic,SYR,2012,77376000.0,0.026
Suriname,SUR,2012,7106000.0,0.002
Belize,BEL,2012,5847000.0,0.002
Guyana,GUY,2012,6914000.0,0.002
Nepal,NEP,2012,6801000.0,0.002
"Moldova, Republic of",MOL,2012,6493000.0,0.002
Burkina Faso,BUR,2012,7569000.0,0.003
Cameroon,CAM,2012,7379000.0,0.002
Barbados,BAR,2012,3714000.0,0.001
Northern Mariana Islands,NOR,2012,3409000.0,0.001
Bosnia and Herzegovina,BOS,2012,856000.0,0.0
Seychelles,SEY,2012,2495000.0,0.001
Sudan,SUD,2012,27651000.0,0.009
"Bolivia, Plurinational State of",BOL,2012,7536000.0,0.003
"Palestine, State of",PAL,2012,37000.0,0.0
Uganda,UGA,2012,3935000.0,0.001
Sierra Leone,SIE,2012,4985000.0,0.002
Zimbabwe,ZIM,2012,4638000.0,0.002
Benin,BEN,2012,5253000.0,0.002
New Caledonia,NEW,2012,7619000.0,0.003
Central African Republic,CEN,2012,87000.0,0.0
Congo,CON,2012,1360000.0,0.0
Somalia,SOM,2012,254000.0,0.0
Namibia,NAM,2012,2357000.0,0.001
Montenegro,MON,2012,2720000.0,0.001
Zambia,ZAM,2012,2336000.0,0.001
Tonga,TON,2012,1547000.0,0.001
Bahamas,BAH,2012,185000.0,0.0
Gambia,GAM,2012,5733000.0,0.002
Mauritania,MAU,2012,1737000.0,0.001
Saint Lucia,SAI,2012,1041000.0,0.0
Saint Kitts and Nevis,SAI,2012,2693000.0,0.001
Nauru,NAU,2012,3050000.0,0.001
South Sudan,SOU,2012,0.0,0.0
Tuvalu,TUV,2012,337000.0,0.0
Saint Vincent and the Grenadines,SAI,2012,2084000.0,0.001
Aruba,ARU,2012,697000.0,0.0
Bermuda,BER,2012,1640000.0,0.001
Malawi,MAL,2012,2819000.0,0.001
Faroe Islands,FAR,2012,134000.0,0.0
Botswana,BOT,2012,5671000.0,0.002
Cuba,CUB,2012,3120000.0,0.001
Tajikistan,TAJ,2012,446000.0,0.0
Gabon,GAB,2012,1641000.0,0.001
Chad,CHA,2012,93000.0,0.0
Turkmenistan,TUR,2012,3580000.0,0.001
Rwanda,RWA,2012,355000.0,0.0
Antigua and Barbuda,ANT,2012,470000.0,0.0
Cayman Islands,CAY,2012,814000.0,0.0
Grenada,GRE,2012,281000.0,0.0
British Virgin Islands,BRI,2012,1122000.0,0.0
Curaçao,CUR,2012,1804000.0,0.001
Mali,MAL,2012,1033000.0,0.0
Turks and Caicos Islands,TUR,2012,0.0,0.0
Falkland Islands (Malvinas),FAL,2012,7000.0,0.0
Afghanistan,AFG,2012,1016000.0,0.0
Andorra,AND,2012,237000.0,0.0
Cabo Verde,CAB,2012,182000.0,0.0
Dominica,DOM,2012,788000.0,0.0
Eritrea,ERI,2012,474000.0,0.0
Sint Maarten (Dutch part),SIN,2012,0.0,0.0
Cook Islands,COO,2012,120000.0,0.0
Equatorial Guinea,EQU,2012,383000.0,0.0
Bhutan,BHU,2012,41000.0,0.0
Wallis and Futuna Islands,WAL,2012,1000.0,0.0
Niger,NIG,2012,743000.0,0.0
Burundi,BUR,2012,99000.0,0.0
Sao Tome and Principe,SAO,2012,4091000.0,0.001
Gibraltar,GIB,2012,27000.0,0.0
Guinea-Bissau,GUI,2012,21000.0,0.0
Anguilla,ANG,2012,197000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2012,0.0,0.0
Greenland,GRE,2012,1000.0,0.0
Christmas Island,CHR,2012,23000.0,0.0
Montserrat,MON,2012,0.0,0.0
Cocos (Keeling) Islands,COC,2012,0.0,0.0
French Southern and Antarctic Territories,FRE,2012,1486000.0,0.0
Niue,NIU,2012,4000.0,0.0
Pitcairn,PIT,2012,30000.0,0.0
British Indian Ocean Territory,BRI,2012,0.0,0.0
"Korea, Democratic People's Republic of",KOR,2012,11025000.0,0.004
Norfolk Island,NOR,2012,0.0,0.0
Saint Helena,SAI,2012,161000.0,0.0
Saint Pierre and Miquelon,SAI,2012,0.0,0.0
Tokelau,TOK,2012,0.0,0.0
Comoros,COM,2012,49000.0,0.0
Netherlands Antilles,NET,2012,0.0,0.0
Sudan (before 2012),SUD,2012,0.0,0.0
