Country,Country ID,Year,Exports (USD),Share (%)
United States of America,USA,2007,32035922000.0,13.029
China,CHN,2007,62245372000.0,25.315
"Hong Kong, China",HKG,2007,37864086000.0,15.399
Singapore,SGP,2007,10461128000.0,4.254
Malaysia,MYS,2007,5371937000.0,2.185
Japan,JPN,2007,15879349000.0,6.458
"Korea, Republic of",KOR,2007,7764901000.0,3.158
Mexico,MEX,2007,1498450000.0,0.609
Viet Nam,VNM,2007,6833358000.0,2.779
Thailand,THA,2007,5183599000.0,2.108
India,IND,2007,2336103000.0,0.95
Netherlands,NLD,2007,4395287000.0,1.788
Germany,DEU,2007,5156555000.0,2.097
Australia,AUS,2007,3223557000.0,1.311
Indonesia,IDN,2007,2899504000.0,1.179
Philippines,PHL,2007,4904715000.0,1.995
United Kingdom,GBR,2007,3605612000.0,1.466
Ireland,IRE,2007,419430000.0,0.171
Canada,CAN,2007,1844040000.0,0.75
Area Nes,ARE,2007,2568193000.0,1.044
Italy,ITA,2007,2404781000.0,0.978
Poland,POL,2007,766332000.0,0.312
Belgium,BEL,2007,1123471000.0,0.457
France,FRA,2007,1706656000.0,0.694
Czech Republic,CZE,2007,314543000.0,0.128
United Arab Emirates,ARE,2007,1477428000.0,0.601
Israel,ISR,2007,536850000.0,0.218
Spain,ESP,2007,1539180000.0,0.626
Finland,FIN,2007,874598000.0,0.356
Türkiye,TÜR,2007,1490394000.0,0.606
Brazil,BRA,2007,1661910000.0,0.676
Bangladesh,BAN,2007,471541000.0,0.192
Saudi Arabia,SAU,2007,731211000.0,0.297
Hungary,HUN,2007,802476000.0,0.326
Sweden,SWE,2007,582025000.0,0.237
Cambodia,CAM,2007,427523000.0,0.174
Switzerland,CHE,2007,342603000.0,0.139
Portugal,POR,2007,416117000.0,0.169
Austria,AUT,2007,493181000.0,0.201
South Africa,ZAF,2007,926876000.0,0.377
New Zealand,NEW,2007,544700000.0,0.222
Russian Federation,RUS,2007,804566000.0,0.327
Denmark,DNK,2007,597834000.0,0.243
Romania,ROM,2007,131340000.0,0.053
Pakistan,PAK,2007,408963000.0,0.166
Egypt,EGY,2007,411211000.0,0.167
Sri Lanka,SRI,2007,219491000.0,0.089
Iceland,ICE,2007,8159000.0,0.003
Oman,OMA,2007,32903000.0,0.013
Marshall Islands,MAR,2007,43491000.0,0.018
Colombia,COL,2007,266650000.0,0.108
