Country,Country ID,Year,Exports (USD),Share (%)
"Macedonia, North",MAC,2009,2072000.0,0.001
Senegal,SEN,2009,6769000.0,0.003
Samoa,SAM,2009,4652000.0,0.002
Belarus,BEL,2009,16523000.0,0.008
Angola,ANG,2009,12762000.0,0.006
"Congo, Democratic Republic of the",CON,2009,7775000.0,0.004
Kiribati,KIR,2009,464000.0,0.0
Jamaica,JAM,2009,15868000.0,0.008
Mozambique,MOZ,2009,5129000.0,0.003
Mongolia,MON,2009,1674000.0,0.001
Maldives,MAL,2009,3055000.0,0.002
Albania,ALB,2009,4715000.0,0.002
Togo,TOG,2009,9610000.0,0.005
Liberia,LIB,2009,357176000.0,0.176
Azerbaijan,AZE,2009,4322000.0,0.002
Yemen,YEM,2009,36070000.0,0.018
Eswatini,ESW,2009,14582000.0,0.007
French Polynesia,FRE,2009,4654000.0,0.002
Armenia,ARM,2009,1570000.0,0.001
Syrian Arab Republic,SYR,2009,177053000.0,0.087
Suriname,SUR,2009,7930000.0,0.004
Belize,BEL,2009,5135000.0,0.003
Guyana,GUY,2009,4071000.0,0.002
Nepal,NEP,2009,6103000.0,0.003
"Moldova, Republic of",MOL,2009,2238000.0,0.001
Burkina Faso,BUR,2009,8360000.0,0.004
Cameroon,CAM,2009,7425000.0,0.004
Barbados,BAR,2009,3612000.0,0.002
Northern Mariana Islands,NOR,2009,3395000.0,0.002
Bosnia and Herzegovina,BOS,2009,1033000.0,0.001
Seychelles,SEY,2009,637000.0,0.0
Sudan,SUD,2009,0.0,0.0
"Bolivia, Plurinational State of",BOL,2009,4776000.0,0.002
"Palestine, State of",PAL,2009,9000.0,0.0
Uganda,UGA,2009,2244000.0,0.001
Sierra Leone,SIE,2009,2809000.0,0.001
Zimbabwe,ZIM,2009,2821000.0,0.001
Benin,BEN,2009,9667000.0,0.005
New Caledonia,NEW,2009,6032000.0,0.003
Central African Republic,CEN,2009,29000.0,0.0
Congo,CON,2009,1305000.0,0.001
Somalia,SOM,2009,31000.0,0.0
Namibia,NAM,2009,2844000.0,0.001
Montenegro,MON,2009,1331000.0,0.001
Zambia,ZAM,2009,5321000.0,0.003
Tonga,TON,2009,915000.0,0.0
Bahamas,BAH,2009,404000.0,0.0
Gambia,GAM,2009,3982000.0,0.002
Mauritania,MAU,2009,1435000.0,0.001
Saint Lucia,SAI,2009,2209000.0,0.001
Saint Kitts and Nevis,SAI,2009,135000.0,0.0
Nauru,NAU,2009,8000.0,0.0
South Sudan,SOU,2009,0.0,0.0
Tuvalu,TUV,2009,19032000.0,0.009
Saint Vincent and the Grenadines,SAI,2009,628000.0,0.0
Aruba,ARU,2009,673000.0,0.0
Bermuda,BER,2009,1838000.0,0.001
Malawi,MAL,2009,3939000.0,0.002
Faroe Islands,FAR,2009,106000.0,0.0
Botswana,BOT,2009,9696000.0,0.005
Cuba,CUB,2009,2944000.0,0.001
Tajikistan,TAJ,2009,277000.0,0.0
Gabon,GAB,2009,1053000.0,0.001
Chad,CHA,2009,92000.0,0.0
Turkmenistan,TUR,2009,335000.0,0.0
Rwanda,RWA,2009,165000.0,0.0
Antigua and Barbuda,ANT,2009,489000.0,0.0
Cayman Islands,CAY,2009,1396000.0,0.001
Grenada,GRE,2009,423000.0,0.0
British Virgin Islands,BRI,2009,7286000.0,0.004
Curaçao,CUR,2009,0.0,0.0
Mali,MAL,2009,280000.0,0.0
Turks and Caicos Islands,TUR,2009,1000.0,0.0
Falkland Islands (Malvinas),FAL,2009,11000.0,0.0
Afghanistan,AFG,2009,495000.0,0.0
Andorra,AND,2009,232000.0,0.0
Cabo Verde,CAB,2009,295000.0,0.0
Dominica,DOM,2009,2133000.0,0.001
Eritrea,ERI,2009,1000.0,0.0
Sint Maarten (Dutch part),SIN,2009,0.0,0.0
Cook Islands,COO,2009,31000.0,0.0
Equatorial Guinea,EQU,2009,13000.0,0.0
Bhutan,BHU,2009,15000.0,0.0
Wallis and Futuna Islands,WAL,2009,0.0,0.0
Niger,NIG,2009,209000.0,0.0
Burundi,BUR,2009,14000.0,0.0
Sao Tome and Principe,SAO,2009,596000.0,0.0
Gibraltar,GIB,2009,45000.0,0.0
Guinea-Bissau,GUI,2009,45000.0,0.0
Anguilla,ANG,2009,81000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2009,0.0,0.0
Greenland,GRE,2009,2844000.0,0.001
Christmas Island,CHR,2009,0.0,0.0
Montserrat,MON,2009,51000.0,0.0
Cocos (Keeling) Islands,COC,2009,0.0,0.0
French Southern and Antarctic Territories,FRE,2009,491000.0,0.0
Niue,NIU,2009,0.0,0.0
Pitcairn,PIT,2009,2000.0,0.0
British Indian Ocean Territory,BRI,2009,39000.0,0.0
"Korea, Democratic People's Republic of",KOR,2009,13724000.0,0.007
Norfolk Island,NOR,2009,1136000.0,0.001
Saint Helena,SAI,2009,5000.0,0.0
Saint Pierre and Miquelon,SAI,2009,0.0,0.0
Tokelau,TOK,2009,1000.0,0.0
Comoros,COM,2009,12000.0,0.0
Netherlands Antilles,NET,2009,2091000.0,0.001
Sudan (before 2012),SUD,2009,15087000.0,0.007
