Country,Country ID,Year,Exports (USD),Share (%)
Nigeria,NIG,2008,277936000.0,0.109
Morocco,MOR,2008,73558000.0,0.029
Kenya,KEN,2008,69021000.0,0.027
Panama,PAN,2008,233416000.0,0.092
Latvia,LAT,2008,125771000.0,0.049
Qatar,QAT,2008,79438000.0,0.031
El Salvador,EL ,2008,89376000.0,0.035
Kazakhstan,KAZ,2008,26609000.0,0.01
Iraq,IRA,2008,8504000.0,0.003
Honduras,HON,2008,59390000.0,0.023
Mauritius,MAU,2008,41197000.0,0.016
Lebanon,LEB,2008,83696000.0,0.033
Estonia,EST,2008,133021000.0,0.052
Croatia,CRO,2008,59342000.0,0.023
Lao People's Democratic Republic,LAO,2008,2954000.0,0.001
Timor-Leste,TIM,2008,48000.0,0.0
Uruguay,URU,2008,89490000.0,0.035
Paraguay,PAR,2008,59311000.0,0.023
Luxembourg,LUX,2008,108133000.0,0.043
"Iran, Islamic Republic of",IRA,2008,561185000.0,0.221
Papua New Guinea,PAP,2008,41694000.0,0.016
Fiji,FIJ,2008,34184000.0,0.013
United States Minor Outlying Islands,UNI,2008,98415000.0,0.039
Bahrain,BAH,2008,41962000.0,0.017
Tunisia,TUN,2008,38472000.0,0.015
Ghana,GHA,2008,28685000.0,0.011
American Samoa,AME,2008,0.0,0.0
Côte d'Ivoire,CÔT,2008,16797000.0,0.007
Serbia,SER,2008,13289000.0,0.005
"Tanzania, United Republic of",TAN,2008,13922000.0,0.005
Solomon Islands,SOL,2008,1065000.0,0.0
Trinidad and Tobago,TRI,2008,62516000.0,0.025
Haiti,HAI,2008,6429000.0,0.003
Georgia,GEO,2008,7924000.0,0.003
"Micronesia, Federated States of",MIC,2008,4152000.0,0.002
"Libya, State of",LIB,2008,35634000.0,0.014
Madagascar,MAD,2008,22885000.0,0.009
Cyprus,CYP,2008,49111000.0,0.019
Ethiopia,ETH,2008,4932000.0,0.002
Uzbekistan,UZB,2008,3650000.0,0.001
Nicaragua,NIC,2008,22322000.0,0.009
Brunei Darussalam,BRU,2008,27527000.0,0.011
Palau,PAL,2008,27924000.0,0.011
Guinea,GUI,2008,3622000.0,0.001
Djibouti,DJI,2008,10056000.0,0.004
Lesotho,LES,2008,60399000.0,0.024
Kyrgyzstan,KYR,2008,2637000.0,0.001
"Venezuela, Bolivarian Republic of",VEN,2008,200784000.0,0.079
Vanuatu,VAN,2008,435000.0,0.0
"Macedonia, North",MAC,2008,3064000.0,0.001
Senegal,SEN,2008,5754000.0,0.002
Samoa,SAM,2008,6926000.0,0.003
Belarus,BEL,2008,20471000.0,0.008
Angola,ANG,2008,11906000.0,0.005
"Congo, Democratic Republic of the",CON,2008,7923000.0,0.003
Kiribati,KIR,2008,384000.0,0.0
Jamaica,JAM,2008,20979000.0,0.008
Mozambique,MOZ,2008,33191000.0,0.013
Mongolia,MON,2008,3172000.0,0.001
Maldives,MAL,2008,5456000.0,0.002
Albania,ALB,2008,5099000.0,0.002
Togo,TOG,2008,9243000.0,0.004
Liberia,LIB,2008,487017000.0,0.192
Azerbaijan,AZE,2008,5134000.0,0.002
Yemen,YEM,2008,31764000.0,0.012
Eswatini,ESW,2008,25810000.0,0.01
French Polynesia,FRE,2008,6235000.0,0.002
Armenia,ARM,2008,1846000.0,0.001
Syrian Arab Republic,SYR,2008,166495000.0,0.066
Suriname,SUR,2008,7489000.0,0.003
Belize,BEL,2008,7197000.0,0.003
Guyana,GUY,2008,3133000.0,0.001
Nepal,NEP,2008,5059000.0,0.002
"Moldova, Republic of",MOL,2008,5029000.0,0.002
Burkina Faso,BUR,2008,157000.0,0.0
Cameroon,CAM,2008,6311000.0,0.002
Barbados,BAR,2008,3386000.0,0.001
Northern Mariana Islands,NOR,2008,4694000.0,0.002
Bosnia and Herzegovina,BOS,2008,1527000.0,0.001
Seychelles,SEY,2008,1728000.0,0.001
Sudan,SUD,2008,0.0,0.0
"Bolivia, Plurinational State of",BOL,2008,3540000.0,0.001
"Palestine, State of",PAL,2008,56000.0,0.0
Uganda,UGA,2008,1850000.0,0.001
Sierra Leone,SIE,2008,2844000.0,0.001
Zimbabwe,ZIM,2008,1391000.0,0.001
Benin,BEN,2008,6600000.0,0.003
New Caledonia,NEW,2008,8676000.0,0.003
Central African Republic,CEN,2008,41000.0,0.0
Congo,CON,2008,2451000.0,0.001
Somalia,SOM,2008,361000.0,0.0
Namibia,NAM,2008,2945000.0,0.001
Montenegro,MON,2008,2074000.0,0.001
Zambia,ZAM,2008,3467000.0,0.001
Tonga,TON,2008,628000.0,0.0
Bahamas,BAH,2008,449000.0,0.0
Gambia,GAM,2008,1357000.0,0.001
Mauritania,MAU,2008,647000.0,0.0
Saint Lucia,SAI,2008,1733000.0,0.001
Saint Kitts and Nevis,SAI,2008,367000.0,0.0
Nauru,NAU,2008,394000.0,0.0
South Sudan,SOU,2008,0.0,0.0
Tuvalu,TUV,2008,4000.0,0.0
Saint Vincent and the Grenadines,SAI,2008,1218000.0,0.0
Aruba,ARU,2008,474000.0,0.0
Bermuda,BER,2008,2640000.0,0.001
Malawi,MAL,2008,7862000.0,0.003
Faroe Islands,FAR,2008,417000.0,0.0
Botswana,BOT,2008,11479000.0,0.005
Cuba,CUB,2008,7489000.0,0.003
Tajikistan,TAJ,2008,362000.0,0.0
Gabon,GAB,2008,998000.0,0.0
Chad,CHA,2008,18000.0,0.0
Turkmenistan,TUR,2008,94000.0,0.0
Rwanda,RWA,2008,370000.0,0.0
Antigua and Barbuda,ANT,2008,798000.0,0.0
Cayman Islands,CAY,2008,1822000.0,0.001
Grenada,GRE,2008,1145000.0,0.0
British Virgin Islands,BRI,2008,7565000.0,0.003
Curaçao,CUR,2008,0.0,0.0
Mali,MAL,2008,527000.0,0.0
Turks and Caicos Islands,TUR,2008,5000.0,0.0
Falkland Islands (Malvinas),FAL,2008,0.0,0.0
Afghanistan,AFG,2008,394000.0,0.0
Andorra,AND,2008,325000.0,0.0
Cabo Verde,CAB,2008,208000.0,0.0
Dominica,DOM,2008,8275000.0,0.003
Eritrea,ERI,2008,4000.0,0.0
Sint Maarten (Dutch part),SIN,2008,0.0,0.0
Cook Islands,COO,2008,88000.0,0.0
Equatorial Guinea,EQU,2008,771000.0,0.0
Bhutan,BHU,2008,29000.0,0.0
Wallis and Futuna Islands,WAL,2008,11000.0,0.0
Niger,NIG,2008,81000.0,0.0
Burundi,BUR,2008,27000.0,0.0
Sao Tome and Principe,SAO,2008,68000.0,0.0
Gibraltar,GIB,2008,84000.0,0.0
Guinea-Bissau,GUI,2008,112000.0,0.0
Anguilla,ANG,2008,38000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2008,0.0,0.0
Greenland,GRE,2008,1584000.0,0.001
Christmas Island,CHR,2008,0.0,0.0
Montserrat,MON,2008,452000.0,0.0
Cocos (Keeling) Islands,COC,2008,111000.0,0.0
French Southern and Antarctic Territories,FRE,2008,753000.0,0.0
Niue,NIU,2008,0.0,0.0
Pitcairn,PIT,2008,661000.0,0.0
British Indian Ocean Territory,BRI,2008,22000.0,0.0
"Korea, Democratic People's Republic of",KOR,2008,15617000.0,0.006
Norfolk Island,NOR,2008,1074000.0,0.0
Saint Helena,SAI,2008,1000.0,0.0
Saint Pierre and Miquelon,SAI,2008,0.0,0.0
Tokelau,TOK,2008,0.0,0.0
Comoros,COM,2008,46000.0,0.0
Netherlands Antilles,NET,2008,2379000.0,0.001
Sudan (before 2012),SUD,2008,13840000.0,0.005
