Country,Country ID,Year,Exports (USD),Share (%)
Croatia,CRO,2025,46523000.0,0.007
Lao People's Democratic Republic,LAO,2025,46026000.0,0.007
Timor-Leste,TIM,2025,45444000.0,0.007
Uruguay,URU,2025,44785000.0,0.007
Paraguay,PAR,2025,43611000.0,0.007
Luxembourg,LUX,2025,42501000.0,0.007
"Iran, Islamic Republic of",IRA,2025,40340000.0,0.006
Papua New Guinea,PAP,2025,37974000.0,0.006
Fiji,FIJ,2025,34998000.0,0.005
United States Minor Outlying Islands,UNI,2025,34557000.0,0.005
Bahrain,BAH,2025,33303000.0,0.005
Tunisia,TUN,2025,33267000.0,0.005
Ghana,GHA,2025,30032000.0,0.005
American Samoa,AME,2025,26415000.0,0.004
Côte d'Ivoire,CÔT,2025,24927000.0,0.004
Serbia,SER,2025,22708000.0,0.004
"Tanzania, United Republic of",TAN,2025,21606000.0,0.003
Solomon Islands,SOL,2025,20520000.0,0.003
Trinidad and Tobago,TRI,2025,19146000.0,0.003
Haiti,HAI,2025,19057000.0,0.003
Georgia,GEO,2025,18486000.0,0.003
"Micronesia, Federated States of",MIC,2025,17740000.0,0.003
"Libya, State of",LIB,2025,17612000.0,0.003
Madagascar,MAD,2025,17494000.0,0.003
Cyprus,CYP,2025,17453000.0,0.003
Ethiopia,ETH,2025,15472000.0,0.002
Uzbekistan,UZB,2025,15011000.0,0.002
Nicaragua,NIC,2025,14873000.0,0.002
Brunei Darussalam,BRU,2025,14729000.0,0.002
Palau,PAL,2025,14107000.0,0.002
Guinea,GUI,2025,14070000.0,0.002
Djibouti,DJI,2025,13769000.0,0.002
Lesotho,LES,2025,13620000.0,0.002
Kyrgyzstan,KYR,2025,12870000.0,0.002
"Venezuela, Bolivarian Republic of",VEN,2025,12699000.0,0.002
Vanuatu,VAN,2025,9038000.0,0.001
"Macedonia, North",MAC,2025,8368000.0,0.001
Senegal,SEN,2025,8352000.0,0.001
Samoa,SAM,2025,8350000.0,0.001
Belarus,BEL,2025,8054000.0,0.001
Angola,ANG,2025,8034000.0,0.001
"Congo, Democratic Republic of the",CON,2025,7895000.0,0.001
Kiribati,KIR,2025,7819000.0,0.001
Jamaica,JAM,2025,7768000.0,0.001
Mozambique,MOZ,2025,7642000.0,0.001
Mongolia,MON,2025,7462000.0,0.001
Maldives,MAL,2025,7388000.0,0.001
Albania,ALB,2025,7341000.0,0.001
Togo,TOG,2025,7299000.0,0.001
Liberia,LIB,2025,7129000.0,0.001
Azerbaijan,AZE,2025,7024000.0,0.001
Yemen,YEM,2025,6997000.0,0.001
Eswatini,ESW,2025,6167000.0,0.001
French Polynesia,FRE,2025,6093000.0,0.001
Armenia,ARM,2025,6079000.0,0.001
Syrian Arab Republic,SYR,2025,5999000.0,0.001
Suriname,SUR,2025,5862000.0,0.001
Belize,BEL,2025,5713000.0,0.001
Guyana,GUY,2025,5477000.0,0.001
Nepal,NEP,2025,5256000.0,0.001
"Moldova, Republic of",MOL,2025,5165000.0,0.001
Burkina Faso,BUR,2025,5051000.0,0.001
Cameroon,CAM,2025,4987000.0,0.001
Barbados,BAR,2025,4595000.0,0.001
Northern Mariana Islands,NOR,2025,4344000.0,0.001
Bosnia and Herzegovina,BOS,2025,4344000.0,0.001
Seychelles,SEY,2025,4166000.0,0.001
Sudan,SUD,2025,4047000.0,0.001
"Bolivia, Plurinational State of",BOL,2025,3919000.0,0.001
"Palestine, State of",PAL,2025,3820000.0,0.001
Uganda,UGA,2025,3421000.0,0.001
Sierra Leone,SIE,2025,3087000.0,0.0
Zimbabwe,ZIM,2025,2943000.0,0.0
Benin,BEN,2025,2838000.0,0.0
New Caledonia,NEW,2025,2825000.0,0.0
Central African Republic,CEN,2025,2183000.0,0.0
Congo,CON,2025,1980000.0,0.0
Somalia,SOM,2025,1590000.0,0.0
Namibia,NAM,2025,1579000.0,0.0
Montenegro,MON,2025,1430000.0,0.0
Zambia,ZAM,2025,1396000.0,0.0
Tonga,TON,2025,1351000.0,0.0
Bahamas,BAH,2025,1020000.0,0.0
Gambia,GAM,2025,981000.0,0.0
Mauritania,MAU,2025,832000.0,0.0
Saint Lucia,SAI,2025,781000.0,0.0
Saint Kitts and Nevis,SAI,2025,777000.0,0.0
Nauru,NAU,2025,775000.0,0.0
South Sudan,SOU,2025,770000.0,0.0
Tuvalu,TUV,2025,750000.0,0.0
Saint Vincent and the Grenadines,SAI,2025,742000.0,0.0
Aruba,ARU,2025,681000.0,0.0
Bermuda,BER,2025,644000.0,0.0
Malawi,MAL,2025,571000.0,0.0
Faroe Islands,FAR,2025,566000.0,0.0
Botswana,BOT,2025,501000.0,0.0
Cuba,CUB,2025,499000.0,0.0
Tajikistan,TAJ,2025,465000.0,0.0
Gabon,GAB,2025,461000.0,0.0
Chad,CHA,2025,437000.0,0.0
Turkmenistan,TUR,2025,413000.0,0.0
Rwanda,RWA,2025,354000.0,0.0
Antigua and Barbuda,ANT,2025,347000.0,0.0
Cayman Islands,CAY,2025,346000.0,0.0
Grenada,GRE,2025,340000.0,0.0
British Virgin Islands,BRI,2025,339000.0,0.0
Curaçao,CUR,2025,312000.0,0.0
Mali,MAL,2025,215000.0,0.0
Turks and Caicos Islands,TUR,2025,180000.0,0.0
Falkland Islands (Malvinas),FAL,2025,167000.0,0.0
Afghanistan,AFG,2025,163000.0,0.0
Andorra,AND,2025,151000.0,0.0
Cabo Verde,CAB,2025,147000.0,0.0
Dominica,DOM,2025,145000.0,0.0
Eritrea,ERI,2025,138000.0,0.0
Sint Maarten (Dutch part),SIN,2025,137000.0,0.0
Cook Islands,COO,2025,136000.0,0.0
Equatorial Guinea,EQU,2025,130000.0,0.0
Bhutan,BHU,2025,98000.0,0.0
Wallis and Futuna Islands,WAL,2025,84000.0,0.0
Niger,NIG,2025,66000.0,0.0
Burundi,BUR,2025,46000.0,0.0
Sao Tome and Principe,SAO,2025,24000.0,0.0
Gibraltar,GIB,2025,18000.0,0.0
Guinea-Bissau,GUI,2025,12000.0,0.0
Anguilla,ANG,2025,8000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2025,4000.0,0.0
Greenland,GRE,2025,4000.0,0.0
Christmas Island,CHR,2025,2000.0,0.0
Montserrat,MON,2025,1000.0,0.0
Cocos (Keeling) Islands,COC,2025,0.0,0.0
French Southern and Antarctic Territories,FRE,2025,0.0,0.0
Niue,NIU,2025,0.0,0.0
Pitcairn,PIT,2025,0.0,0.0
