Country,Country ID,Year,Exports (USD),Share (%)
Djibouti,DJI,2016,22383000.0,0.008
Lesotho,LES,2016,53995000.0,0.019
Kyrgyzstan,KYR,2016,1997000.0,0.001
"Venezuela, Bolivarian Republic of",VEN,2016,19131000.0,0.007
Vanuatu,VAN,2016,988000.0,0.0
"Macedonia, North",MAC,2016,4413000.0,0.002
Senegal,SEN,2016,6099000.0,0.002
Samoa,SAM,2016,3773000.0,0.001
Belarus,BEL,2016,14441000.0,0.005
Angola,ANG,2016,8752000.0,0.003
"Congo, Democratic Republic of the",CON,2016,6592000.0,0.002
Kiribati,KIR,2016,851000.0,0.0
Jamaica,JAM,2016,12404000.0,0.004
Mozambique,MOZ,2016,9022000.0,0.003
Mongolia,MON,2016,3322000.0,0.001
Maldives,MAL,2016,4364000.0,0.002
Albania,ALB,2016,10439000.0,0.004
Togo,TOG,2016,7149000.0,0.003
Liberia,LIB,2016,780000.0,0.0
Azerbaijan,AZE,2016,1979000.0,0.001
Yemen,YEM,2016,13796000.0,0.005
Eswatini,ESW,2016,6385000.0,0.002
French Polynesia,FRE,2016,9534000.0,0.003
Armenia,ARM,2016,1655000.0,0.001
Syrian Arab Republic,SYR,2016,24897000.0,0.009
Suriname,SUR,2016,4940000.0,0.002
Belize,BEL,2016,5958000.0,0.002
Guyana,GUY,2016,5869000.0,0.002
Nepal,NEP,2016,7491000.0,0.003
"Moldova, Republic of",MOL,2016,3704000.0,0.001
Burkina Faso,BUR,2016,6985000.0,0.003
Cameroon,CAM,2016,4991000.0,0.002
Barbados,BAR,2016,4047000.0,0.001
Northern Mariana Islands,NOR,2016,10096000.0,0.004
Bosnia and Herzegovina,BOS,2016,2009000.0,0.001
Seychelles,SEY,2016,8782000.0,0.003
Sudan,SUD,2016,33737000.0,0.012
"Bolivia, Plurinational State of",BOL,2016,9407000.0,0.003
"Palestine, State of",PAL,2016,788000.0,0.0
Uganda,UGA,2016,2699000.0,0.001
Sierra Leone,SIE,2016,3489000.0,0.001
Zimbabwe,ZIM,2016,1908000.0,0.001
Benin,BEN,2016,3088000.0,0.001
New Caledonia,NEW,2016,6737000.0,0.002
Central African Republic,CEN,2016,174000.0,0.0
Congo,CON,2016,1251000.0,0.0
Somalia,SOM,2016,955000.0,0.0
Namibia,NAM,2016,7544000.0,0.003
Montenegro,MON,2016,5311000.0,0.002
Zambia,ZAM,2016,1623000.0,0.001
Tonga,TON,2016,3667000.0,0.001
Bahamas,BAH,2016,614000.0,0.0
Gambia,GAM,2016,428000.0,0.0
Mauritania,MAU,2016,1189000.0,0.0
Saint Lucia,SAI,2016,798000.0,0.0
Saint Kitts and Nevis,SAI,2016,892000.0,0.0
Nauru,NAU,2016,189000.0,0.0
South Sudan,SOU,2016,0.0,0.0
Tuvalu,TUV,2016,119000.0,0.0
Saint Vincent and the Grenadines,SAI,2016,657000.0,0.0
Aruba,ARU,2016,598000.0,0.0
Bermuda,BER,2016,1646000.0,0.001
Malawi,MAL,2016,1440000.0,0.001
Faroe Islands,FAR,2016,137000.0,0.0
Botswana,BOT,2016,4501000.0,0.002
Cuba,CUB,2016,6667000.0,0.002
Tajikistan,TAJ,2016,612000.0,0.0
Gabon,GAB,2016,1346000.0,0.0
Chad,CHA,2016,215000.0,0.0
Turkmenistan,TUR,2016,4989000.0,0.002
Rwanda,RWA,2016,511000.0,0.0
Antigua and Barbuda,ANT,2016,209000.0,0.0
Cayman Islands,CAY,2016,439000.0,0.0
Grenada,GRE,2016,264000.0,0.0
British Virgin Islands,BRI,2016,877000.0,0.0
Curaçao,CUR,2016,1011000.0,0.0
Mali,MAL,2016,663000.0,0.0
Turks and Caicos Islands,TUR,2016,7000.0,0.0
Falkland Islands (Malvinas),FAL,2016,0.0,0.0
Afghanistan,AFG,2016,1008000.0,0.0
Andorra,AND,2016,226000.0,0.0
Cabo Verde,CAB,2016,2000.0,0.0
Dominica,DOM,2016,233000.0,0.0
Eritrea,ERI,2016,150000.0,0.0
Sint Maarten (Dutch part),SIN,2016,0.0,0.0
Cook Islands,COO,2016,59000.0,0.0
Equatorial Guinea,EQU,2016,152000.0,0.0
Bhutan,BHU,2016,208000.0,0.0
Wallis and Futuna Islands,WAL,2016,0.0,0.0
Niger,NIG,2016,3933000.0,0.001
Burundi,BUR,2016,37000.0,0.0
Sao Tome and Principe,SAO,2016,727000.0,0.0
Gibraltar,GIB,2016,81000.0,0.0
Guinea-Bissau,GUI,2016,0.0,0.0
Anguilla,ANG,2016,63000.0,0.0
"Bonaire, Sint Eustatius and Saba",BON,2016,0.0,0.0
Greenland,GRE,2016,7000.0,0.0
Christmas Island,CHR,2016,0.0,0.0
Montserrat,MON,2016,24000.0,0.0
Cocos (Keeling) Islands,COC,2016,1000.0,0.0
French Southern and Antarctic Territories,FRE,2016,607000.0,0.0
Niue,NIU,2016,0.0,0.0
Pitcairn,PIT,2016,0.0,0.0
British Indian Ocean Territory,BRI,2016,16000.0,0.0
"Korea, Democratic People's Republic of",KOR,2016,567000.0,0.0
Norfolk Island,NOR,2016,0.0,0.0
Saint Helena,SAI,2016,38000.0,0.0
Saint Pierre and Miquelon,SAI,2016,0.0,0.0
Tokelau,TOK,2016,0.0,0.0
Comoros,COM,2016,104000.0,0.0
Netherlands Antilles,NET,2016,0.0,0.0
Sudan (before 2012),SUD,2016,0.0,0.0
