"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/2021","3,392.4","3,384.9","3,412.4","3,378.0","","0.66%"
"10/22/2021","3,370.3","3,393.1","3,427.1","3,366.6","","-1.22%"
"10/21/2021","3,412.1","3,354.0","3,415.0","3,353.9","","1.12%"
"10/20/2021","3,374.2","3,380.4","3,388.0","3,363.3","","-0.21%"
"10/19/2021","3,381.5","3,343.1","3,381.7","3,332.0","","1.28%"
"10/18/2021","3,338.8","3,287.4","3,340.8","3,276.7","","0.74%"
"10/15/2021","3,314.4","3,316.5","3,325.3","3,299.5","","0.70%"
"10/14/2021","3,291.2","3,245.9","3,292.1","3,243.1","","3.08%"
"10/13/2021","3,192.8","3,203.7","3,212.0","3,183.5","","0.46%"
"10/12/2021","3,178.1","3,240.8","3,242.9","3,165.4","","-1.34%"
"10/11/2021","3,221.2","3,232.8","3,274.4","3,219.9","","-0.77%"
"10/08/2021","3,246.3","3,288.6","3,289.5","3,241.9","","-0.86%"
"10/07/2021","3,274.5","3,281.0","3,319.4","3,271.2","","1.10%"
"10/06/2021","3,238.8","3,191.5","3,242.4","3,182.6","","0.36%"
"10/05/2021","3,227.3","3,204.7","3,249.0","3,191.1","","1.48%"
"10/04/2021","3,180.1","3,240.9","3,246.4","3,170.5","","-2.49%"
"10/01/2021","3,261.2","3,275.3","3,277.6","3,208.5","","0.09%"
"09/30/2021","3,258.1","3,293.7","3,311.4","3,257.7","","-0.18%"
"09/29/2021","3,263.8","3,318.3","3,329.9","3,257.2","","-1.53%"
"09/28/2021","3,314.4","3,378.1","3,398.1","3,313.7","","-3.80%"
"09/27/2021","3,445.4","3,418.1","3,458.2","3,399.1","","-0.25%"
"09/24/2021","3,453.9","3,431.1","3,461.3","3,426.1","","-0.10%"
"09/23/2021","3,457.4","3,426.3","3,468.7","3,418.0","","1.33%"
"09/22/2021","3,412.0","3,374.2","3,420.7","3,357.6","","2.00%"
"09/21/2021","3,345.0","3,363.3","3,368.4","3,313.9","","0.20%"
"09/20/2021","3,338.2","3,341.3","3,360.0","3,289.4","","-2.42%"
"09/17/2021","3,421.2","3,457.8","3,457.8","3,403.1","","-1.51%"
"09/16/2021","3,473.6","3,437.3","3,484.2","3,427.8","","0.23%"
"09/15/2021","3,465.8","3,451.2","3,466.5","3,421.6","","0.47%"
"09/14/2021","3,449.4","3,464.7","3,475.8","3,433.5","","-0.01%"
"09/13/2021","3,449.7","3,450.6","3,458.1","3,405.3","","0.97%"
"09/10/2021","3,416.7","3,425.4","3,468.7","3,415.2","","0.76%"
"09/09/2021","3,390.8","3,381.6","3,410.1","3,379.8","","0.39%"
"09/08/2021","3,377.7","3,409.5","3,411.8","3,350.3","","-1.23%"
"09/07/2021","3,419.7","3,432.2","3,433.0","3,401.9","","-0.33%"
"09/03/2021","3,430.9","3,405.0","3,445.4","3,401.8","","0.57%"
"09/02/2021","3,411.3","3,413.3","3,420.0","3,397.0","","0.33%"
"09/01/2021","3,400.0","3,431.0","3,433.0","3,398.6","","-0.52%"
"08/31/2021","3,417.7","3,446.5","3,446.6","3,391.1","","-0.83%"
"08/30/2021","3,446.4","3,460.8","3,477.9","3,433.9","","0.29%"
"08/27/2021","3,436.4","3,373.5","3,441.8","3,373.5","","1.96%"
"08/26/2021","3,370.4","3,368.4","3,385.5","3,346.8","","-0.06%"
"08/25/2021","3,372.6","3,365.2","3,393.9","3,363.2","","0.81%"
"08/24/2021","3,345.4","3,347.8","3,363.4","3,338.9","","0.10%"
"08/23/2021","3,342.0","3,287.7","3,346.2","3,287.4","","2.63%"
"08/20/2021","3,256.5","3,245.2","3,263.5","3,218.6","","0.64%"
"08/19/2021","3,235.9","3,192.2","3,252.6","3,166.8","","0.84%"
"08/18/2021","3,208.8","3,245.7","3,269.1","3,206.0","","-1.47%"
"08/17/2021","3,256.8","3,288.0","3,288.0","3,228.9","","-1.98%"
"08/16/2021","3,322.6","3,323.8","3,331.7","3,298.2","","-0.37%"
