Section ID,Section,HS4 ID,HS4,Year,Exports (USD),Share (%)
0,Electrical Machinery and Equipment,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",2006,82359671000.0,36.801
0,Machinery,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2006,29143153000.0,13.022
0,Plastics and articles thereof,39,Plastics and articles thereof,2006,13910457000.0,6.216
0,Mineral Products,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2006,10769549000.0,4.812
0,"Optical, photo, medical apparatus",90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2006,17989414000.0,8.038
0,Vehicles other than railway,87,"Vehicles other than railway or tramway rolling stock, and parts and accessories thereof",2006,6205058000.0,2.773
0,Base metals and articles thereof,72,Iron and steel,2006,9198784000.0,4.11
0,Base metals and articles thereof,73,Articles of iron or steel,2006,5536950000.0,2.474
0,Chemical products,29,Organic chemicals,2006,5899897000.0,2.636
0,Base metals and articles thereof,74,Copper and articles thereof,2006,4030391000.0,1.801
0,Chemical products,38,Miscellaneous chemical products,2006,2052363000.0,0.917
0,Base metals and articles thereof,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2006,1946913000.0,0.87
0,Precious metals,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2006,870927000.0,0.389
0,Plastics and articles thereof,40,Rubber and articles thereof,2006,1978103000.0,0.884
0,Miscellaneous manufactured articles,95,"Toys, games and sports requisites; parts and accessories thereof",2006,1775622000.0,0.793
0,Textile and articles thereof,54,Man-made filaments; strip and the like of man-made textile materials,2006,3561302000.0,1.591
0,Base metals and articles thereof,76,Aluminium and articles thereof,2006,1366328000.0,0.611
0,Base metals and articles thereof,83,Miscellaneous articles of base metal,2006,1243717000.0,0.556
0,Chemical products,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",2006,788006000.0,0.352
0,Textile and articles thereof,60,Knitted or crocheted fabrics,2006,1967115000.0,0.879
0,Works of art,99,Commodities not elsewhere specified,2006,1013871000.0,0.453
0,"Articles of stone, plaster, cement",70,Glass and glassware,2006,1079720000.0,0.482
0,Miscellaneous manufactured articles,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; luminaires and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",2006,1561515000.0,0.698
0,Chemical products,30,Pharmaceutical products,2006,173733000.0,0.078
0,Animal Products,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",2006,1148270000.0,0.513
0,Mineral Products,26,"Ores, slag and ash",2006,44944000.0,0.02
0,Wood and articles thereof,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",2006,1218799000.0,0.545
0,Chemical products,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks",2006,1155524000.0,0.516
0,Chemical products,37,Photographic or cinematographic goods,2006,268405000.0,0.12
0,Foodstuffs,21,Miscellaneous edible preparations,2006,144071000.0,0.064
0,Textile and articles thereof,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",2006,1358610000.0,0.607
0,Chemical products,34,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ‘dental waxes’ and dental preparations with a basis of plaster",2006,308094000.0,0.138
0,Vehicles other than railway,88,"Aircraft, spacecraft, and parts thereof",2006,371114000.0,0.166
0,Chemical products,35,Albuminoidal substances; modified starches; glues; enzymes,2006,345880000.0,0.155
0,Chemical products,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2006,209778000.0,0.094
0,Miscellaneous manufactured articles,96,Miscellaneous manufactured articles,2006,596408000.0,0.266
0,Foodstuffs,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2006,85177000.0,0.038
0,Base metals and articles thereof,81,Other base metals; cermets; articles thereof,2006,230545000.0,0.103
0,Textile and articles thereof,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",2006,388224000.0,0.173
0,Base metals and articles thereof,75,Nickel and articles thereof,2006,105573000.0,0.047
0,Textile and articles thereof,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2006,603298000.0,0.27
0,Textile and articles thereof,55,Man-made staple fibres,2006,1726229000.0,0.771
0,Foodstuffs,22,"Beverages, spirits and vinegar",2006,76032000.0,0.034
0,"Articles of stone, plaster, cement",68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",2006,240136000.0,0.107
0,Vehicles other than railway,89,"Ships, boats and floating structures",2006,746753000.0,0.334
0,Textile and articles thereof,63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,2006,216596000.0,0.097
0,Wood and articles thereof,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2006,119582000.0,0.053
0,Foodstuffs,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",2006,23250000.0,0.01
0,Raw hides and skins,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2006,125298000.0,0.056
0,Base metals and articles thereof,80,Tin and articles thereof,2006,126186000.0,0.056
0,Footwear and headgear,64,"Footwear, gaiters and the like; parts of such articles",2006,351412000.0,0.157
0,Vegetable Products,06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",2006,78787000.0,0.035
0,Textile and articles thereof,61,"Articles of apparel and clothing accessories, knitted or crocheted",2006,795254000.0,0.355
0,Arms and ammunition,93,Arms and ammunition; parts and accessories thereof,2006,7344000.0,0.003
0,Chemical products,31,Fertilisers,2006,49633000.0,0.022
0,"Articles of stone, plaster, cement",69,Ceramic products,2006,74195000.0,0.033
0,Base metals and articles thereof,78,Lead and articles thereof,2006,49108000.0,0.022
0,Animal Products,05,"Products of animal origin, not elsewhere specified or included",2006,170324000.0,0.076
0,Raw hides and skins,41,Raw hides and skins (other than furskins) and leather,2006,792814000.0,0.354
0,Textile and articles thereof,62,"Articles of apparel and clothing accessories, not knitted or crocheted",2006,377021000.0,0.168
0,"Optical, photo, medical apparatus",92,Musical instruments; parts and accessories of such articles,2006,249251000.0,0.111
0,Mineral Products,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",2006,290622000.0,0.13
0,Foodstuffs,23,Residues and waste from the food industries; prepared animal fodder,2006,61178000.0,0.027
0,Wood and articles thereof,47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,2006,25406000.0,0.011
0,Foodstuffs,20,"Preparations of vegetables, fruit, nuts or other parts of plants",2006,70552000.0,0.032
0,Wood and articles thereof,44,Wood and articles of wood; wood charcoal,2006,283026000.0,0.126
0,Base metals and articles thereof,79,Zinc and articles thereof,2006,163047000.0,0.073
0,Vegetable Products,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",2006,50160000.0,0.022
0,Textile and articles thereof,52,Cotton,2006,656208000.0,0.293
0,Foodstuffs,16,"Preparations of meat, of fish, of crustaceans, molluscs or other aquatic invertebrates, or of insects",2006,57681000.0,0.026
0,Vegetable Products,10,Cereals,2006,692000.0,0.0
0,Vegetable Products,09,"Coffee, tea, maté and spices",2006,24408000.0,0.011
0,"Optical, photo, medical apparatus",91,Clocks and watches and parts thereof,2006,104015000.0,0.046
0,Vegetable Products,07,Edible vegetables and certain roots and tubers,2006,69470000.0,0.031
0,Footwear and headgear,65,Headgear and parts thereof,2006,131565000.0,0.059
0,Foodstuffs,17,Sugars and sugar confectionery,2006,26252000.0,0.012
0,Vegetable Products,08,Edible fruit and nuts; peel of citrus fruit or melons,2006,38202000.0,0.017
0,Vegetable Products,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2006,39974000.0,0.018
0,Vegetable Products,11,Products of the milling industry; malt; starches; inulin; wheat gluten,2006,12290000.0,0.005
0,Vehicles other than railway,86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",2006,45564000.0,0.02
0,Footwear and headgear,66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",2006,20505000.0,0.009
0,Textile and articles thereof,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2006,98998000.0,0.044
0,Animal Products,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2006,9456000.0,0.004
0,Wood and articles thereof,46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",2006,9709000.0,0.004
0,Works of art,97,"Works of art, collectors' pieces and antiques",2006,3837000.0,0.002
0,Foodstuffs,18,Cocoa and cocoa preparations,2006,1006000.0,0.0
0,Vegetable Products,13,"Lac; gums, resins and other vegetable saps and extracts",2006,27504000.0,0.012
0,Vegetable Products,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2006,2619000.0,0.001
0,Textile and articles thereof,57,Carpets and other textile floor coverings,2006,12191000.0,0.005
0,Animal Products,01,Live animals,2006,2051000.0,0.001
0,Footwear and headgear,67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,2006,2103000.0,0.001
0,Wood and articles thereof,45,Cork and articles of cork,2006,1554000.0,0.001
0,Animal Products,02,Meat and edible meat offal,2006,26630000.0,0.012
0,Chemical products,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2006,545000.0,0.0
0,Textile and articles thereof,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,2006,7312000.0,0.003
0,Raw hides and skins,43,Furskins and artificial fur; manufactures thereof,2006,21396000.0,0.01
0,Textile and articles thereof,50,Silk,2006,2040000.0,0.001
