Section ID,Section,HS4 ID,HS4,Year,Exports (USD),Share (%)
0,Electrical Machinery and Equipment,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",2014,123165135000.0,39.33
0,Machinery,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2014,31419174000.0,10.033
0,Plastics and articles thereof,39,Plastics and articles thereof,2014,21351685000.0,6.818
0,Mineral Products,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2014,20002636000.0,6.387
0,"Optical, photo, medical apparatus",90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2014,20518422000.0,6.552
0,Vehicles other than railway,87,"Vehicles other than railway or tramway rolling stock, and parts and accessories thereof",2014,10351750000.0,3.306
0,Base metals and articles thereof,72,Iron and steel,2014,10554501000.0,3.37
0,Base metals and articles thereof,73,Articles of iron or steel,2014,7763505000.0,2.479
0,Chemical products,29,Organic chemicals,2014,11886756000.0,3.796
0,Base metals and articles thereof,74,Copper and articles thereof,2014,3755489000.0,1.199
0,Chemical products,38,Miscellaneous chemical products,2014,3766312000.0,1.203
0,Base metals and articles thereof,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2014,2824518000.0,0.902
0,Precious metals,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2014,2385323000.0,0.762
0,Plastics and articles thereof,40,Rubber and articles thereof,2014,2709133000.0,0.865
0,Miscellaneous manufactured articles,95,"Toys, games and sports requisites; parts and accessories thereof",2014,2237607000.0,0.715
0,Textile and articles thereof,54,Man-made filaments; strip and the like of man-made textile materials,2014,3392845000.0,1.083
0,Base metals and articles thereof,76,Aluminium and articles thereof,2014,1478226000.0,0.472
0,Base metals and articles thereof,83,Miscellaneous articles of base metal,2014,1679994000.0,0.536
