Section ID,Section,HS4 ID,HS4,Year,Exports (USD),Share (%)
1,Animal Products,0101,Horses,2021,10.0,0.000
1,Animal Products,0103,Pigs,2021,1493049.0,0.000
1,Animal Products,0106,Other Animals,2021,8213618.0,0.002
1,Animal Products,0201,Bovine Meat,2021,1583306.0,0.000
1,Animal Products,0202,Frozen Bovine Meat,2021,460228.0,0.000
1,Animal Products,0203,Pig Meat,2021,406089.0,0.000
1,Animal Products,0204,Sheep and Goat Meat,2021,21234.0,0.000
1,Animal Products,0206,Edible Offal,2021,346834.0,0.000
1,Animal Products,0207,Poultry Meat,2021,890746.0,0.000
1,Animal Products,0208,Other Meat,2021,254541.0,0.000
1,Animal Products,0210,Preserved Meat,2021,1451930.0,0.000
1,Animal Products,0301,Live Fish,2021,107853113.0,0.021
1,Animal Products,0302,Non-fillet Fresh Fish,2021,54440189.0,0.011
1,Animal Products,0303,Non-fillet Frozen Fish,2021,1071595909.0,0.209
1,Animal Products,0304,Fish Fillets,2021,186462623.0,0.036
1,Animal Products,0305,Dried/Salted/Smoked/Brined Fish,2021,11095627.0,0.002
1,Animal Products,0306,Crustaceans,2021,30260346.0,0.006
1,Animal Products,0307,Molluscs,2021,214613919.0,0.042
1,Animal Products,0308,"Aquatic invertebrates, other than crustaceans and molluscs",2021,19173664.0,0.004
1,Animal Products,0401,Milk,2021,33337.0,0.000
1,Animal Products,0402,Concentrated Milk,2021,8437437.0,0.002
1,Animal Products,0403,Fermented Milk Products,2021,10030063.0,0.002
1,Animal Products,0404,Whey and other milk products,2021,1492538.0,0.000
1,Animal Products,0405,Butter,2021,207003.0,0.000
1,Animal Products,0406,Cheese,2021,4049030.0,0.001
1,Animal Products,0407,Eggs,2021,4950735.0,0.001
1,Animal Products,0408,Processed Egg Products,2021,5766133.0,0.001
1,Animal Products,0409,Honey,2021,4744996.0,0.001
1,Animal Products,0410,Other Edible Animal Products,2021,3787880.0,0.001
1,Animal Products,0501,Human Hair,2021,205821.0,0.000
1,Animal Products,0502,Pig Hair,2021,18818.0,0.000
1,Animal Products,0504,Animal Organs,2021,120707.0,0.000
1,Animal Products,0505,Bird Feathers and Skins,2021,180133224.0,0.035
1,Animal Products,0506,Processed Bones,2021,1009006.0,0.000
1,Animal Products,0507,Raw Bones,2021,314097.0,0.000
1,Animal Products,0508,Coral and Shells,2021,3371489.0,0.001
1,Animal Products,0510,Pharmaceutical Animal Products,2021,214588.0,0.000
1,Animal Products,0511,Other Inedible Animal Products,2021,11170006.0,0.002
2,Vegetable Products,0601,Bulbs and Roots,2021,21829667.0,0.004
2,Vegetable Products,0602,"Other live plants, cuttings and slips; mushroom spawn",2021,193066732.0,0.038
2,Vegetable Products,0603,Cut Flowers,2021,43513862.0,0.008
2,Vegetable Products,0604,Plant foliage,2021,550732.0,0.000
2,Vegetable Products,0701,Potatoes,2021,58911.0,0.000
2,Vegetable Products,0702,Tomatoes,2021,246129.0,0.000
2,Vegetable Products,0703,Onions,2021,1839953.0,0.000
2,Vegetable Products,0704,Cabbages,2021,865599.0,0.000
2,Vegetable Products,0705,Lettuce,2021,6938906.0,0.001
2,Vegetable Products,0706,Root Vegetables,2021,4405847.0,0.001
2,Vegetable Products,0707,Cucumbers,2021,57312.0,0.000
2,Vegetable Products,0708,Legumes,2021,970554.0,0.000
2,Vegetable Products,0709,Other Vegetables,2021,4512287.0,0.001
2,Vegetable Products,0710,Frozen Vegetables,2021,78474081.0,0.015
2,Vegetable Products,0711,Preserved Vegetables,2021,665185.0,0.000
2,Vegetable Products,0712,Dried Vegetables,2021,4524455.0,0.001
