Section ID,Section,HS4 ID,HS4,Year,Exports (USD),Share (%)
1,Animal Products,0101,Horses,2018,2535.0,0.000
1,Animal Products,0103,Pigs,2018,663005.0,0.000
1,Animal Products,0105,Poultry,2018,2860.0,0.000
1,Animal Products,0106,Other Animals,2018,6298464.0,0.002
1,Animal Products,0201,Bovine Meat,2018,14871.0,0.000
1,Animal Products,0202,Frozen Bovine Meat,2018,880601.0,0.000
1,Animal Products,0203,Pig Meat,2018,340383.0,0.000
1,Animal Products,0204,Sheep and Goat Meat,2018,4623.0,0.000
1,Animal Products,0206,Edible Offal,2018,226875.0,0.000
1,Animal Products,0207,Poultry Meat,2018,8650141.0,0.002
1,Animal Products,0208,Other Meat,2018,209353.0,0.000
1,Animal Products,0210,Preserved Meat,2018,1091148.0,0.000
1,Animal Products,0301,Live Fish,2018,209102806.0,0.055
1,Animal Products,0302,Non-fillet Fresh Fish,2018,130012361.0,0.034
1,Animal Products,0303,Non-fillet Frozen Fish,2018,1214092463.0,0.320
1,Animal Products,0304,Fish Fillets,2018,158432904.0,0.042
1,Animal Products,0305,Dried/Salted/Smoked/Brined Fish,2018,19857532.0,0.005
1,Animal Products,0306,Crustaceans,2018,45684091.0,0.012
1,Animal Products,0307,Molluscs,2018,123247374.0,0.032
1,Animal Products,0308,"Aquatic invertebrates, other than crustaceans and molluscs",2018,3595992.0,0.001
1,Animal Products,0401,Milk,2018,298558.0,0.000
1,Animal Products,0402,Concentrated Milk,2018,9682677.0,0.003
1,Animal Products,0403,Fermented Milk Products,2018,10549449.0,0.003
1,Animal Products,0404,Whey and other milk products,2018,184314.0,0.000
1,Animal Products,0405,Butter,2018,135534.0,0.000
1,Animal Products,0406,Cheese,2018,2274653.0,0.001
1,Animal Products,0407,Eggs,2018,4603373.0,0.001
1,Animal Products,0408,Processed Egg Products,2018,5494620.0,0.001
1,Animal Products,0409,Honey,2018,6183762.0,0.002
1,Animal Products,0410,Other Edible Animal Products,2018,3429441.0,0.001
1,Animal Products,0502,Pig Hair,2018,121952.0,0.000
1,Animal Products,0504,Animal Organs,2018,257712.0,0.000
1,Animal Products,0505,Bird Feathers and Skins,2018,246014823.0,0.065
1,Animal Products,0506,Processed Bones,2018,495429.0,0.000
1,Animal Products,0507,Raw Bones,2018,1352941.0,0.000
1,Animal Products,0508,Coral and Shells,2018,3777685.0,0.001
1,Animal Products,0510,Pharmaceutical Animal Products,2018,138919.0,0.000
1,Animal Products,0511,Other Inedible Animal Products,2018,14532057.0,0.004
2,Vegetable Products,0601,Bulbs and Roots,2018,20172266.0,0.005
2,Vegetable Products,0602,"Other live plants, cuttings and slips; mushroom spawn",2018,183418553.0,0.048
2,Vegetable Products,0603,Cut Flowers,2018,42774714.0,0.011
2,Vegetable Products,0604,Plant foliage,2018,1240642.0,0.000
2,Vegetable Products,0701,Potatoes,2018,7152.0,0.000
2,Vegetable Products,0702,Tomatoes,2018,167551.0,0.000
2,Vegetable Products,0703,Onions,2018,4015073.0,0.001
2,Vegetable Products,0704,Cabbages,2018,4907204.0,0.001
2,Vegetable Products,0705,Lettuce,2018,12576591.0,0.003
2,Vegetable Products,0706,Root Vegetables,2018,6247026.0,0.002
2,Vegetable Products,0707,Cucumbers,2018,6835.0,0.000
2,Vegetable Products,0708,Legumes,2018,1667304.0,0.000
2,Vegetable Products,0709,Other Vegetables,2018,4051413.0,0.001
2,Vegetable Products,0710,Frozen Vegetables,2018,80520402.0,0.021
2,Vegetable Products,0711,Preserved Vegetables,2018,1179479.0,0.000
2,Vegetable Products,0712,Dried Vegetables,2018,4674962.0,0.001
2,Vegetable Products,0713,Dried Legumes,2018,1914137.0,0.001
2,Vegetable Products,0714,Cassava,2018,2192362.0,0.001
2,Vegetable Products,0801,"Coconuts, Brazil Nuts, and Cashews",2018,247987.0,0.000
2,Vegetable Products,0802,Other Nuts,2018,1624038.0,0.000
2,Vegetable Products,0803,Bananas,2018,2741828.0,0.001
2,Vegetable Products,0804,Tropical Fruits,2018,67955136.0,0.018
2,Vegetable Products,0805,Citrus,2018,18363573.0,0.005
2,Vegetable Products,0806,Grapes,2018,3883920.0,0.001
2,Vegetable Products,0807,Melons,2018,813543.0,0.000
2,Vegetable Products,0808,Apples and Pears,2018,1150017.0,0.000
2,Vegetable Products,0809,Pitted Fruits,2018,1130619.0,0.000
2,Vegetable Products,0810,Other Fruits,2018,64860780.0,0.017
2,Vegetable Products,0811,Frozen Fruits and Nuts,2018,1791374.0,0.000
2,Vegetable Products,0812,Preserved Fruits and Nuts,2018,1068181.0,0.000
2,Vegetable Products,0813,Dried Fruits,2018,1338464.0,0.000
2,Vegetable Products,0814,Citrus and Melon Peels,2018,22923.0,0.000
2,Vegetable Products,0901,Coffee,2018,9278982.0,0.002
2,Vegetable Products,0902,Tea,2018,114534092.0,0.030
2,Vegetable Products,0903,Mate,2018,106912.0,0.000
2,Vegetable Products,0904,Pepper,2018,2521629.0,0.001
2,Vegetable Products,0905,Vanilla,2018,35870.0,0.000
2,Vegetable Products,0906,Cinnamon,2018,115787.0,0.000
2,Vegetable Products,0907,Cloves,2018,4971.0,0.000
2,Vegetable Products,0908,"Nutmeg, mace and cardamons",2018,8732.0,0.000
2,Vegetable Products,0909,Spice Seeds,2018,165316.0,0.000
2,Vegetable Products,0910,Spices,2018,8218591.0,0.002
2,Vegetable Products,1001,Wheat,2018,26251.0,0.000
2,Vegetable Products,1002,Rye,2018,547.0,0.000
2,Vegetable Products,1003,Barley,2018,37995.0,0.000
2,Vegetable Products,1004,Oats,2018,76638.0,0.000
2,Vegetable Products,1005,Corn,2018,212405.0,0.000
2,Vegetable Products,1006,Rice,2018,35930323.0,0.009
2,Vegetable Products,1008,Buckwheat,2018,1022441.0,0.000
2,Vegetable Products,1101,Wheat Flours,2018,15824246.0,0.004
2,Vegetable Products,1102,Cereal Flours,2018,2465271.0,0.001
2,Vegetable Products,1103,Cereal Meal and Pellets,2018,365834.0,0.000
2,Vegetable Products,1104,Processed Cereals,2018,3807941.0,0.001
2,Vegetable Products,1105,Potato Flours,2018,362514.0,0.000
2,Vegetable Products,1106,Legume Flours,2018,7656524.0,0.002
2,Vegetable Products,1107,Malt,2018,12292.0,0.000
2,Vegetable Products,1108,Starches,2018,5498336.0,0.001
2,Vegetable Products,1109,Wheat Gluten,2018,432196.0,0.000
2,Vegetable Products,1201,Soybeans,2018,2366386.0,0.001
2,Vegetable Products,1202,Ground Nuts,2018,174961.0,0.000
2,Vegetable Products,1203,Copra,2018,332.0,0.000
2,Vegetable Products,1204,Linseed,2018,53364.0,0.000
2,Vegetable Products,1205,Rapeseed,2018,5566.0,0.000
2,Vegetable Products,1206,Sunflower Seeds,2018,393543.0,0.000
2,Vegetable Products,1207,Other Oily Seeds,2018,2158534.0,0.001
2,Vegetable Products,1208,Oil Seed Flower,2018,3354410.0,0.001
2,Vegetable Products,1209,Sowing Seeds,2018,30168097.0,0.008
2,Vegetable Products,1210,Hops,2018,23938.0,0.000
2,Vegetable Products,1211,Perfume Plants,2018,45993632.0,0.012
2,Vegetable Products,1212,"Locust beans, seaweed, sugar beet, cane, for food",2018,6906326.0,0.002
2,Vegetable Products,1213,Cereal Straws,2018,95200.0,0.000
2,Vegetable Products,1214,Forage Crops,2018,48395.0,0.000
2,Vegetable Products,1301,Insect Resins,2018,498824.0,0.000
2,Vegetable Products,1302,Vegetable Saps,2018,22962164.0,0.006
2,Vegetable Products,1401,Vegetable Plaiting Materials,2018,850893.0,0.000
2,Vegetable Products,1404,Other Vegetable Products,2018,1169422.0,0.000
3,Animal and Vegetable Bi-Products,1501,Pig and Poultry Fat,2018,262006.0,0.000
3,Animal and Vegetable Bi-Products,1502,"Bovine, Sheep, and Goat Fat",2018,3481.0,0.000
3,Animal and Vegetable Bi-Products,1503,Lard stearin and oils,2018,4200.0,0.000
3,Animal and Vegetable Bi-Products,1504,Fish Oil,2018,527885.0,0.000
3,Animal and Vegetable Bi-Products,1505,Wool Grease,2018,420980.0,0.000
3,Animal and Vegetable Bi-Products,1506,Other Animal Fats,2018,385887.0,0.000
